province,prov_descr
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
No-Category,No-Category
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
CCAL,Coastal - California Upwelling Coastal Province
CCAL,Coastal - California Upwelling Coastal Province
ANTA,Polar - Antarctic Province
ANTA,Polar - Antarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
No-Category,No-Category
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
No-Category,No-Category
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
No-Category,No-Category
CCAL,Coastal - California Upwelling Coastal Province
ANTA,Polar - Antarctic Province
ANTA,Polar - Antarctic Province
No-Category,No-Category
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
No-Category,No-Category
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
No-Category,No-Category
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
No-Category,No-Category
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
No-Category,No-Category
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
ANTA,Polar - Antarctic Province
ANTA,Polar - Antarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
No-Category,No-Category
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
SPSG,Westerlies - S. Pacific Subtropical Gyre Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
PEQD,Trades - Pacific Equatorial Divergence Province
No-Category,No-Category
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
PNEC,Trades - N. Pacific Equatorial Countercurrent Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
NPTG,Trades - N. Pacific Tropical Gyre Province
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
No-Category,No-Category
No-Category,No-Category
ANTA,Polar - Antarctic Province
ANTA,Polar - Antarctic Province
No-Category,No-Category
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
SANT,Westerlies - Subantarctic Province
